a,name,gender
CIRENIA,cirenia,female
CIRIA,ciria,female
CIRIACA,ciriaca,female
CIRILA,cirila,female
CIRINEA,cirinea,female
CISA,cisa,female
CITLALLI,citlalli,female
CLADIA,cladia,female
CLAMIRA,clamira,female
CLARA,clara,female
CLARAISABEL,claraisabel,female
CLARETH,clareth,female
CLARI,clari,female
CLARIBEL,claribel,female
CLARIS,claris,female
CLARISA,clarisa,female
CLARITA,clarita,female
CLAU,clau,female
CLAUDETE,claudete,female
CLAUDI,claudi,female
CLAUDIA,claudia,female
CLAUDINA,claudina,female
CLAUDIONES,claudiones,female
CLAUS,claus,female
CLEANTHA,cleantha,female
CLELIA,clelia,female
CLEMENCIA,clemencia,female
CLEMENTINA,clementina,female
CLEMENTINE,clementine,female
CLEO,cleo,female
CLEOFE,cleofe,female
CLEOPATRA,cleopatra,female
CLERE,clere,female
CLERIA,cleria,female
CLIANTHA,cliantha,female
CLIDIA,clidia,female
CLITEMESTRA,clitemestra,female
CLITEMNESTRA,clitemnestra,female
CLIVIA,clivia,female
CLOE,cloe,female
CLORINDA,clorinda,female
CLORIS,cloris,female
CLOTILDE,clotilde,female
CLOVER,clover,female
CLYDE,clyde,female
COCHI,cochi,female
COCO,coco,female
COINTA,cointa,female
COLETA,coleta,female
COLETTE,colette,female
COLLEEN,colleen,female
COLOMA,coloma,female
COLUMBA,columba,female
COLUMBIA,columbia,female
CONCEPCION,concepcion,female
CONCEPCION,concepción,female
CONCESA,concesa,female
CONCORDIA,concordia,female
CONFORT,confort,female
CONNIE,connie,female
CONNY,conny,female
CONSORCIA,consorcia,female
CONSTANCE,constance,female
CONSTANCIA,constancia,female
CONSTANZA,constanza,female
CONSUELO,consuelo,female
CORA,cora,female
CORAL,coral,female
CORALIA,coralia,female
CORALIE,coralie,female
CORDELIA,cordelia,female
CORDULA,cordula,female
COREL,corel,female
CORIN,corin,female
CORINA,corina,female
CORINNA,corinna,female
CORINNE,corinne,female
CORNELIA,cornelia,female
COSIMA,cosima,female
COVADONGA,covadonga,female
COYAM,coyam,female
CRAIG,craig,female
CRECENCIA,crecencia,female
CRESCENCIA,crescencia,female
CRESCENCIANA,crescenciana,female
CRESCENT,crescent,female
CRESSIDA,cressida,female
CRISPINA,crispina,female
CRISTAL,cristal,female
CRISTEL,cristel,female
CRISTELA,cristela,female
CRISTELL,cristell,female
CRISTELLE,cristelle,female
CRISTETA,cristeta,female
CRISTHIE,cristhie,female
CRISTHINA,cristhina,female
CRISTIANA,cristiana,female
CRISTINA,cristina,female
CRYSTAL,crystal,female
CRYSTIN,crystin,female
CUMESEGUNDA,cumesegunda,female
CUNEGUNDA,cunegunda,female
CUNQUEN,cunquen,female
CUTRAL,cutral,female
CUYEN,cuyen,female
CUYUM,cuyum,female
CYBELE,cybele,female
CYBILL,cybill,female
CYNARA,cynara,female
CYNDI,cyndi,female
CYNDY,cyndy,female
CYNTHIA,cynthia,female
CYNTIA,cyntia,female
CYNWYN,cynwyn,female
CYRENE,cyrene,female
CYRILLA,cyrilla,female
CYTHERIA,cytheria,female
CZESK´A,czesk´a,female
DA LUA,da lua,female
DACI,daci,female
DACIA,dacia,female
DACIL,dacil,female
DADAL,dadal,female
DAFINA,dafina,female
DAFNA,dafna,female
DAFNE,dafne,female
DAFNE,dafné,female
DAGMA,dagma,female
DAGNA,dagna,female
DAGNEN,dagnen,female
DAGNER,dagner,female
DAHIANA,dahiana,female
DAHYANA,dahyana,female
DAIANA,daiana,female
DAIARA,daiara,female
DAICY,daicy,female
DAILA,daila,female
DAILYN,dailyn,female
DAIMARA,daimara,female
DAINA,daina,female
DAINE,daine,female
DAINY,dainy,female
DAIRA,daira,female
DAISI,daisi,female
DAISSY,daissy,female
DAISY,daisy,female
DALAL,dalal,female
DALI,dali,female
DALIA,dalia,female
DALILA,dalila,female
DALINA,dalina,female
DALINDA,dalinda,female
DALMA,dalma,female
DALMACIA,dalmacia,female
DALMIRA,dalmira,female
DALVINA,dalvina,female
DAMACIA,damacia,female
DAMASA,damasa,female
DAMASIA,damasia,female
DAMIA,damia,female
DAMIANA,damiana,female
DANA,dana,female
DANAI,danai,female
DANAL,danal,female
DANELLY,danelly,female
DANESA,danesa,female
DANIA,dania,female
DANIDES,danides,female
DANIELA,daniela,female
DANIELLA,daniella,female
DANIELLE,danielle,female
DANILA,danila,female
DANINA,danina,female
DANISA,danisa,female
DANITZA,danitza,female
DANIXA,danixa,female
DANIZA,daniza,female
DANNA,danna,female
DANNAE,dannae,female
DANY,dany,female
DAQUEL,daquel,female
DARA,dara,female
DARIANA,dariana,female
DARIELA,dariela,female
DARLENE,darlene,female
DARLEY,darley,female
DARLING,darling,female
DARLY,darly,female
DARLYN,darlyn,female
DARIA,daría,female
DASHA,dasha,female
DATIVA,dativa,female
DAVIANA,daviana,female
DAVINA,davina,female
DAVINIA,davinia,female
DAYAN,dayan,female
DAYANA,dayana,female
DAYANNA,dayanna,female
DAYHANA,dayhana,female
DAYRA,dayra,female
DAYSI,daysi,female
DE ARANZAZU,de aranzazú,female
DE BELEN,de belén,female
DE FATIMA,de fátima,female
DE GUADALUPE,de guadalupe,female
DE LA CANDELARIA,de la candelaria,female
DE LA CRUZ,de la cruz,female
DE LA FLOR,de la flor,female
DE LA MACARENA,de la macarena,female
DE LA MERCED,de la merced,female
DE LA O,de la o,female
DE LA PAZ,de la paz,female
DE LA SALETTE,de la salette,female
DE LAS MALVINAS,de las malvinas,female
DE LAS MERCEDES,de las mercedes,female
DE LAS NIEVES,de las nieves,female
DE LORETO,de loreto,female
DE LOS MILAGROS,de los milagros,female
DE LOS REYES,de los reyes,female
DE LOS ANGELES,de los ángeles,female
DE LOURDES,de lourdes,female
DE LUJAN,de luján,female
DE MARIS,de maris,female
DE MONSERRAT,de monserrat,female
DE NAZARET,de nazaret,female
DE NURIA,de nuria,female
DE RIOS,de ríos,female
DEANNA,deanna,female
DEBORAH,deborah,female
DEBRA,debra,female
DECIA,decia,female
DEIBY,deiby,female
DEICY,deicy,female
DEIDAMIA,deidamia,female
DEIFILIA,deifilia,female
DEISSY,deissy,female
DEISY,deisy,female
DEL AMOR,del amor,female
DEL CARMEN,del carmen,female
DEL CIELO,del cielo,female
DEL CONSUELO,del consuelo,female
DEL CORAZON DE JESUS,del corazón de jesús,female
DEL HUERTO,del huerto,female
DEL LUJAN,del luján,female
DEL MAR,del mar,female
DEL MILAGRO,del milagro,female
DEL PILAR,del pilar,female
DEL ROCIO,del rocío,female
DEL ROSARIO,del rosario,female
DEL SAGRADO CORAZON,del sagrado corazón,female
DEL SOCORRO,del socorro,female
DEL SOLAR,del solar,female
DEL TINDARO,del tindaro,female
DEL VALLE,del valle,female
DELEANDRA,deleandra,female
DELEMIRA,delemira,female
DELFILA,delfila,female
DELFINA,delfina,female
DELIA,delia,female
DELIASIR,deliasir,female
DELICA,delica,female
DELICIA,delicia,female
DELILAH,delilah,female
DELINA,delina,female
DELINDA,delinda,female
DELMA,delma,female
DELMIRA,delmira,female
DELSA,delsa,female
DELVA,delva,female
DELVIA,delvia,female
DELVIE,delvie,female
DELVIS,delvis,female
DELWYN,delwyn,female
DELYTH,delyth,female
DEMARIS,demaris,female
DEMETRIA,demetria,female
DEMI,demi,female
DEMOFILA,demófila,female
DEMORFILA,demórfila,female
DENECIA,denecia,female
DENIA,denia,female
DENICE,denice,female
DENISA,denisa,female
DENISE,denise,female
DENISSE,denisse,female
DENNISE,dennise,female
DENNY,denny,female
DEOLINDA,deolinda,female
DERLY,derly,female
DESAMPARADOS,desamparados,female
DESDEMONA,desdémona,female
DESIDERIA,desideria,female
DESIRE,desiré,female
DESIREE,desirée,female
DESPINA,despina,female
DEVAKĪ,devakī,female
DEVOTA,devota,female
DEVAJUTI,devájuti,female
DEYANINA,deyanina,female
DEYANIRA,deyanira,female
DEYANTRA,deyantra,female
DEYSI,deysi,female
DEYSSI,deyssi,female
DEYSSY,deyssy,female
DIAMANTINA,diamantina,female
DIAMELA,diamela,female
DIANA,diana,female
DIANCA,dianca,female
DIANE,diane,female
DIANELA,dianela,female
DIANI,diani,female
DIANIS,dianis,female
DIANNE,dianne,female
DIANNY,dianny,female
DIBE,dibe,female
DIGBY,digby,female
DIGNA,digna,female
DIHUE,dihue,female
DILIA,dilia,female
DILMA,dilma,female
DIMPNA,dimpna,female
DINA,dina,female
DINORA,dinora,female
DINORAH,dinorah,female
DIO,dio,female
DIOMAR,diomar,female
DIOMIRA,diomira,female
DIONICIA,dionicia,female
DIONISIA,dionisia,female
DIORA,diora,female
DIOSMA,diosma,female
DISMELDA,dismelda,female
DITI,diti,female
DIUCA,diuca,female
DIVA,diva,female
DIVINA,divina,female
DIXIANA,dixiana,female
DOIN,doin,female
DOLEN,dolen,female
DOLLY,dolly,female
DOLORES,dolores,female
DOMACAL,domacal,female
DOMICIA,domicia,female
DOMICIANA,domiciana,female
DOMICINA,domicina,female
DOMINA,domina,female
DOMINGA,dominga,female
DOMINICA,dominica,female
DOMINIK,dominik,female
DOMINIQUE,dominique,female
DOMITILA,domitila,female
DOMITILIA,domitilia,female
DONATA,donata,female
DONATELA,donatela,female
DONATELA - DONATELLA,donatela - donatella,female
DONATELLA,donatella,female
DONATILA,donatila,female
DONNA,donna,female
DONOSA,donosa,female
DORA,dora,female
DORALBA,doralba,female
DORALIA,doralia,female
DORALISA,doralisa,female
DORALIZA,doraliza,female
DORANA,dorana,female
DORCAS,dorcas,female
DOREEN,doreen,female
DORELIA,dorelia,female
DORELLA,dorella,female
DORIA,doria,female
DORIANA,doriana,female
DORIDA,dorida,female
DORILA,dorila,female
DORINA,dorina,female
DORINDA,dorinda,female
DORIS,doris,female
DORLA,dorla,female
DOROTEA,dorotea,female
DOSITEA,dositea,female
DOVEL,dovel,female
DOYEL,doyel,female
DRANA,drana,female
DRAUPADI,draupadi,female
DRINA,drina,female
DRUSCILA,druscila,female
DRUSILA,drusila,female
DUHAN,duhan,female
DULCE,dulce,female
DULCE CARINA,dulce carina,female
DULCE MARIA,dulce maría,female
DULCIA,dulcia,female
DULCINEA,dulcinea,female
DULIA,dulia,female
DYORA,dyora,female
DALIDA,dálida,female
DAMARIS,dámaris,female
DANAE,dánae,female
DEBORA,débora,female
DEVORA,dévora,female
EARA,eara,female
EBE,ebe,female
EBENEZER,ebenezer,female
EBER,eber,female
EDA,eda,female
EDDA,edda,female
EDEL,edel,female
EDELIA,edelia,female
EDELIRA,edelira,female
EDELMA,edelma,female
EDELMIRA,edelmira,female
EDELVAIS,edelvais,female
EDELVEIS,edelveis,female
EDELVIS,edelvis,female
EDELWEIS,edelweis,female
EDELWEISS,edelweiss,female
EDGARDA,edgarda,female
EDICIA,edicia,female
EDILIA,edilia,female
EDILMA,edilma,female
EDIR,edir,female
EDISA,edisa,female
EDIT,edit,female
EDITA,edita,female
EDITH,edith,female
EDNA,edna,female
EDUARDA,eduarda,female
EDUARNE,eduarne,female
EDUBIGES,edubiges,female
EDURNE,edurne,female
EDUVIGES,eduviges,female
EDUVIGIS,eduvigis,female
EDUVIJES,eduvijes,female
EDUVINA,eduvina,female
EFIGEMIA,efigemia,female
EFIGENIA,efigenia,female
EGDA,egda,female
EGERIA,egeria,female
EGIDIA,egidia,female
EGLA,egla,female
EGLAHEL,eglahel,female
EGLE,egle,female
EIKO,eiko,female
EILEEN,eileen,female
EILEN,eilen,female
EIMI,eimi,female
EIRY,eiry,female
EKATERINA,ekaterina,female
ELA,ela,female
ELADIA,eladia,female
ELAINE,elaine,female
ELAIS,elais,female
ELBA,elba,female
ELBIA,elbia,female
ELCA,elca,female
ELCAN,elcan,female
ELCIRA,elcira,female
ELDA,elda,female
ELDIA,eldia,female
ELEA,elea,female
ELEADORA,eleadora,female
ELEANA,eleana,female
ELEN,elen,female
ELENA,elena,female
ELEODORA,eleodora,female
ELEONOR,eleonor,female
ELEONORA,eleonora,female
ELERIDA,elerida,female
ELEUTERIA,eleuteria,female
ELFRIDA,elfrida,female
ELGA,elga,female
ELIA,elia,female
ELIANA,eliana,female
ELIANE,eliane,female
ELIANY,eliany,female
ELICENA,elicena,female
ELIDA,elida,female
ELIDE,elide,female
ELIENAI,elienai,female
ELIGIA,eligia,female
ELILIA,elilia,female
ELIM,elim,female
ELIN,elin,female
ELINA,elina,female
ELINOR,elinor,female
ELIOSA,eliosa,female
ELISA,elisa,female
ELISABET,elisabet,female
ELISABETH,elisabeth,female
ELISANDRA,elisandra,female
ELISEA,elisea,female
ELISENDA,elisenda,female
ELIZABET,elizabet,female
ELIZABETH,elizabeth,female
ELLA,ella,female
ELMA,elma,female
ELMASD,elmasd,female
ELMEN,elmen,female
ELMINA,elmina,female
ELODIA,elodia,female
ELOINA,eloina,female
ELOISA,eloisa,female
ELOIZA,eloiza,female
ELSA,elsa,female
ELSIE,elsie,female
ELSY,elsy,female
ELUM,elum,female
ELUNED,eluned,female
ELUNEY,eluney,female
ELVA,elva,female
ELVI,elvi,female
ELVIA,elvia,female
ELVINA,elvina,female
ELVIRA,elvira,female
ELY,ely,female
EMA,ema,female
EMAI,emai,female
EMANUELA,emanuela,female
EMBER,ember,female
EMELIA,emelia,female
EMELINA,emelina,female
EMELINDA,emelinda,female
EMELY,emely,female
EMELI,emelí,female
EMERENCIANA,emerenciana,female
EMERIDA,emerida,female
EMILCE,emilce,female
EMILDA,emilda,female
EMILDE,emilde,female
EMILIA,emilia,female
EMILIANA,emiliana,female
EMILIE,emilie,female
EMILINA,emilina,female
EMILSE,emilse,female
EMILY,emily,female
EMINDA,eminda,female
EMIRA,emira,female
EMMA,emma,female
EMMANUELA,emmanuela,female
EMMIE,emmie,female
EMMYLOU,emmylou,female
EMPER,emper,female
EMPERATRIZ,emperatriz,female
EMERITA,emérita,female
ENA,ena,female
ENCARNACION,encarnación,female
ENEDINA,enedina,female
ENEDINE,enedine,female
ENEIDA,eneida,female
ENELSA,enelsa,female
ENERICE,enerice,female
ENERINA,enerina,female
ENGRACIA,engracia,female
ENID,enid,female
ENIKO,enikó,female
ENIUN,eniun,female
ENOLA,enola,female
ENRICA,enrica,female
ENRIKA,enrika,female
ENRIQUETA,enriqueta,female
ENYA,enya,female
EOWYN,eowyn,female
EPIFANIA,epifanía,female
EPUCHI,epuchi,female
EPULEN,epulen,female
ERARDA,erarda,female
ERAY,eray,female
ERCILIA,ercilia,female
ERENICA,erenica,female
ERENTRUDE,erentrude,female
ERENI,erení,female
ERICA,erica,female
ERICKA,ericka,female
ERIKA,erika,female
ERIMA,erima,female
ERIN,erin,female
ERINA,erina,female
ERLINDA,erlinda,female
ERMELINDA,ermelinda,female
ERMENILDA,ermenilda,female
ERMINA,ermina,female
ERMINDA,erminda,female
ERMINIA,erminia,female
ERNA,erna,female
ERNESTA,ernesta,female
ERNESTINA,ernestina,female
ERVINA,ervina,female
ESCOLASTICA,escolástica,female
ESILDA,esilda,female
ESKMERALDA,eskmeralda,female
ESMERALA,esmerala,female
ESMERALDA,esmeralda,female
ESPERANZA,esperanza,female
ESTANILADA,estanilada,female
ESTANILDA,estanilda,female
ESTANISLADA,estanislada,female
ESTANISLAVA,estanislava,female
ESTEFANIS,estefanis,female
ESTEFANNY,estefanny,female
ESTEFANY,estefany,female
ESTEFANI,estefaní,female
ESTEFANIA,estefanía,female
ESTELA,estela,female
ESTELA (NOMBRE PROPIO),estela (nombre propio),female
ESTELLA,estella,female
ESTEPHANIE,estephanie,female
ESTER,ester,female
ESTHEFANNY,esthefanny,female
ESTHER,esther,female
ESTIBALIZ,estibaliz,female
ESTRELLA,estrella,female
ETEL,etel,female
ETELCA,etelca,female
ETELVINA,etelvina,female
ETERVINA,etervina,female
ETHEL,ethel,female
ETILVIA,etilvia,female
EUCEBIA,eucebia,female
EUDICIA,eudicia,female
EUDOCIA,eudocia,female
EUDORA,eudora,female
EUDOSIA,eudosia,female
EUDOXIA,eudoxia,female
EUFEMIA,eufemia,female
EUFRASIA,eufrasia,female
EUFROSINA,eufrosina,female
EUGENIA,eugenia,female
EULALIA,eulalia,female
EULOGIA,eulogia,female
EULOLIA,eulolia,female
EUMELIA,eumelia,female
EUNICE,eunice,female
EURIDICE,euridice,female
EUSEBIA,eusebia,female
EUSTACIA,eustacia,female
EUSTALIA,eustalia,female
EUSTAQUIA,eustaquia,female
EUSTASIA,eustasia,female
EUSTOLIA,eustolia,female
EUTIMIA,eutimia,female
EVA,eva,female
EVALUNA,evaluna,female
EVANA,evana,female
EVANGELINA,evangelina,female
EVARISTA,evarista,female
EVE,eve,female
EVELIA,evelia,female
EVELIN,evelin,female
EVELINA,evelina,female
EVELINE,eveline,female
EVELYN,evelyn,female
EVERILDA,everilda,female
EVIA,evia,female
EVILDA,evilda,female
EVODIA,evodia,female
EVOLET,evolet,female
EVOLIA,evolia,female
EVORA,evora,female
EYEN,eyen,female
EYLIN,eylin,female
EZIA,ezia,female
EZILDA,ezilda,female
EZITA,ezita,female
FABIANA,fabiana,female
FABIELA,fabiela,female
FABIOLA,fabiola,female
FABRICIA,fabricia,female
FABRINA,fabrina,female
FACUNDA,facunda,female
FAINU,fainu,female
FANI,fani,female
FANIA,fania,female
FANNY,fanny,female
FANNY (DESAMBIGUACION),fanny (desambiguación),female
FANY,fany,female
FARA,fara,female
FARAH,farah,female
FARE,fare,female
FARIDA,farida,female
FARIDE,faride,female
FARINA,farina,female
FAUSTA,fausta,female
FAUSTINA,faustina,female
FAVIA,favia,female
FAVIOLA,faviola,female
FAYETTE,fayette,female
FE,fe,female
FEBE,febe,female
FEBES,febes,female
FEDERICA,federica,female
FEDORA,fedora,female
FEDRA,fedra,female
FELICIA,felicia,female
FELICIANA,feliciana,female
FELICIDAD,felicidad,female
FELICITA,felicita,female
FELICITAS,felicitas,female
FELICISIMA,felicísima,female
FELIPA,felipa,female
FELIPINA,felipina,female
FELISA,felisa,female
FENICIA,fenicia,female
FERDINANDA,ferdinanda,female
FERMINA,fermina,female
FERNANDA,fernanda,female
FERNANDINA,fernandina,female
FIAMA,fiama,female
FIAMMA,fiamma,female
FIDELA,fidela,female
FIDELIA,fidelia,female
FILADELFA,filadelfa,female
FILADELFIA,filadelfia,female
FILIS,filis,female
FILOMELA,filomela,female
FILOMENA,filomena,female
FILOTEA,filotea,female
FINA,fina,female
FIONA,fiona,female
FIORELLA,fiorella,female
FIORENZA,fiorenza,female
FIORINA,fiorina,female
FLAMINIA,flaminia,female
FLAVIA,flavia,female
FLAVIANA,flaviana,female
FLOR,flor,female
FLOR MARIA,flor maría,female
FLORA,flora,female
FLORALBA,floralba,female
FLORELLA,florella,female
FLORENCE,florence,female
FLORENCIA,florencia,female
FLORENIA,florenia,female
FLORENTINA,florentina,female
FLORENZA,florenza,female
FLORIANA,floriana,female
FLORICEL,floricel,female
FLORIDA,florida,female
FLORINA,florina,female
FLORINDA,florinda,female
FLUVIA,fluvia,female
FORTINA,fortina,female
FORTUNA,fortuna,female
FORTUNATA,fortunata,female
FORTUNATA DAVID,fortunata david,female
FRANCA,franca,female
FRANCAMARIA,francamaria,female
FRANCAMARINA,francamarina,female
FRANCCESCA,franccesca,female
FRANCEI,francei,female
FRANCESCA,francesca,female
FRANCI,franci,female
FRANCIA,francia,female
FRANCINA,francina,female
FRANCIS,francis,female
FRANCISCA,francisca,female
FRANCY,francy,female
FRANCOISE,françoise,female
FREDECINDA,fredecinda,female
FREDEGUNDA,fredegunda,female
FREDESTINA,fredestina,female
FREDESVINDA,fredesvinda,female
FRESIA,fresia,female
FRESTA,fresta,female
FREYA,freya,female
FRIDA,frida,female
FRIDOLINA,fridolina,female
FRUCTUOSA,fructuosa,female
FUENSANTA,fuensanta,female
FULGENCIA,fulgencia,female
FULVIA,fulvia,female
FATIMA,fátima,female
GABBY,gabby,female
GABINA,gabina,female
GABRIELA,gabriela,female
GABRIELLE,gabrielle,female
GABY,gaby,female
GAIA,gaia,female
GAL,gal,female
GALA,gala,female
GALATAS,galatas,female
GALATEA,galatea,female
GALAXIA,galaxia,female
GALIA,galia,female
GALIANA,galiana,female
GALIE,galie,female
GALIT,galit,female
GAUDENCIA,gaudencia,female
GAYANE,gayane,female
GEA,gea,female
GEANOVA,geanova,female
GEMA,gema,female
GEMINA,gemina,female
GEMMA,gemma,female
GENA,gena,female
GENARA,genara,female
GENERA,genera,female
GENEROSA,generosa,female
GENNY,genny,female
GENOVEVA,genoveva,female
GEORGENIA,georgenia,female
GEORGIA,georgia,female
GEORGINA,georgina,female
GEORGIS,georgis,female
GEOVANA,geovana,female
GERALDINA,geraldina,female
GERALDINE,geraldine,female
GERALDINNE,geraldinne,female
GERARDA,gerarda,female
GERLENDE,gerlende,female
GERMANA,germana,female
GERMANA (DESAMBIGUACION),germana (desambiguación),female
GERMINDA,germinda,female
GERTRUDIS,gertrudis,female
GERTUDIS,gertudis,female
GERTY,gerty,female
GERVASIA,gervasia,female
GERONIMA,gerónima,female
GESSICA,gessica,female
GIA,gia,female
GIANA,giana,female
GIANCARLA,giancarla,female
GIANELLA,gianella,female
GIANINA,gianina,female
GIANNA,gianna,female
GIANNINA,giannina,female
GILBERTA,gilberta,female
GILDA,gilda,female
GILLIHUEN,gillihuen,female
GILMA,gilma,female
GIMENA,gimena,female
GINA,gina,female
GINESA,ginesa,female
GINETH,gineth,female
GINETTE,ginette,female
GINNA,ginna,female
GINNETH,ginneth,female
GIOCONDA,gioconda,female
GIOIA,gioia,female
GIORDANA,giordana,female
GIORGINA,giorgina,female
GIORNELA,giornela,female
GIORNELLA,giornella,female
GIOVANA,giovana,female
GIOVANELLA,giovanella,female
GIOVANNA,giovanna,female
GIOVANNY,giovanny,female
GISEL,gisel,female
GISELA,gisela,female
GISELDA,giselda,female
GISELE,gisele,female
GISELL,gisell,female
GISELLA,gisella,female
GISELLE,giselle,female
GISELY,gisely,female
GISLENA,gislena,female
GISSEELLE,gisseelle,female
GISSEL,gissel,female
GISSELL,gissell,female
GISSELLE,gisselle,female
GIULIA,giulia,female
GIULIANA,giuliana,female
GIULIANNA,giulianna,female
GIULIETA,giulieta,female
GIULIETTA,giulietta,female
GIUSTINA,giustina,female
GIVANA,givana,female
GLADIS,gladis,female
GLADYS,gladys,female
GLEMIS,glemis,female
GLENDA,glenda,female
GLENDATH,glendath,female
GLENIS,glenis,female
GLENYS,glenys,female
GLORIA,gloria,female
GOLENINA,golenina,female
GOPI,gopi,female
GOVINDA,govinda,female
GRACE,grace,female
GRACIA,gracia,female
GRACIANA,graciana,female
GRACIELA,graciela,female
GRADIVA,gradiva,female
GRATA,grata,female
GRATIA,gratia,female
GRAZIA,grazia,female
GRECIA,grecia,female
GREGORIA,gregoria,female
GRENDA,grenda,female
GRETA,greta,female
GRETEL,gretel,female
GRETTA,gretta,female
GREY,grey,female
GRICEL,gricel,female
GRISEL,grisel,female
GRISELA,grisela,female
GRISELDA,griselda,female
GROGORINA,grogorina,female
GUADALUPE,guadalupe,female
GUDULE,gudule,female
GUENDALINDA,guendalinda,female
GUIDA,guida,female
GUILIANNA,guilianna,female
GUILLERMINA,guillermina,female
GUINA,guina,female
GUIOMAR,guiomar,female
GUISELLE,guiselle,female
GUISELLEE,guisellee,female
GUNA (HINDUISMO),guna (hinduismo),female
GWEN,gwen,female
GWENDA,gwenda,female
GWENDOLINE,gwendoline,female
GYANA,gyana,female
GUENDALINA,güendalina,female
HADA,hada,female
HADASA,hadasa,female
HADASSA,hadassa,female
HADAZA,hadaza,female
